URG;Escola;Descricao;2022;2023;2024;2025;Total
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;ENCAMINHAMENTOS;0;8;7;0;15
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;EXAMES;0;9;8;0;17
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;ALUNOS CADASTRADOS;0;0;79;114;193
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;ALUNOS ATENDIDOS;0;0;61;64;125
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;AVAL. PROFESSORES;0;0;59;48;107
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;AVAL. PSCÓLOGOS;0;0;60;0;60
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;AVAL. ASSIST. SOCIAIS;0;0;54;43;97
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;AVAL. ENFERMAGEM;0;0;59;50;109
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;AVAL. MÉDICAS;0;0;43;36;79
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;ALUNOS VACINADOS;0;0;40;11;51
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;VACINAS APLICADAS;0;0;62;15;77
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;ENCAMINHAMENTOS;0;0;18;2;20
URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. LUCIANA COSTA MARTINS;EXAMES;0;0;25;8;33
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;ALUNOS CADASTRADOS;139;0;93;80;312
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;ALUNOS ATENDIDOS;96;0;62;64;222
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;AVAL. PROFESSORES;82;0;60;58;200
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;AVAL. PSCÓLOGOS;87;0;0;40;127
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;AVAL. ASSIST. SOCIAIS;91;0;58;44;193
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;AVAL. ENFERMAGEM;92;0;62;40;194
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;AVAL. MÉDICAS;42;0;15;17;74
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;ALUNOS VACINADOS;14;0;10;5;29
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;VACINAS APLICADAS;23;0;16;9;48
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;ENCAMINHAMENTOS;21;0;5;8;34
URG VII-VILA DE CAVA;E M ADRIANOPOLIS;EXAMES;15;0;5;1;21
URG VII-VILA DE CAVA;E M AMERICA XAVIER DA SILVEIRA;ALUNOS CADASTRADOS;641;617;590;531;2379
URG VII-VILA DE CAVA;E M AMERICA XAVIER DA SILVEIRA;ALUNOS ATENDIDOS;0;542;498;450;1490
URG VII-VILA DE CAVA;E M AMERICA XAVIER DA SILVEIRA;AVAL. PROFESSORES;0;517;439;406;1362
URG VII-VILA DE CAVA;E M AMERICA XAVIER DA SILVEIRA;AVAL. PSCÓLOGOS;0;464;447;200;1111
URG VII-VILA DE CAVA;E M AMERICA XAVIER DA SILVEIRA;AVAL. ASSIST. SOCIAIS;0;472;454;406;1332
URG VII-VILA DE CAVA;E M AMERICA XAVIER DA SILVEIRA;AVAL. ENFERMAGEM;0;472;430;423;1325
URG VII-VILA DE CAVA;E M AMERICA XAVIER DA SILVEIRA;AVAL. MÉDICAS;0;201;171;159;531
URG VII-VILA DE CAVA;E M AMERICA XAVIER DA SILVEIRA;ALUNOS VACINADOS;0;82;97;62;241
URG VII-VILA DE CAVA;E M AMERICA XAVIER DA SILVEIRA;VACINAS APLICADAS;0;90;129;71;290
URG VII-VILA DE CAVA;E M AMERICA XAVIER DA SILVEIRA;ENCAMINHAMENTOS;0;60;32;52;144
URG VII-VILA DE CAVA;E M AMERICA XAVIER DA SILVEIRA;EXAMES;0;51;32;41;124
URG VII-VILA DE CAVA;E M AMINTHAS PEREIRA;ALUNOS CADASTRADOS;309;309;310;292;1220
URG VII-VILA DE CAVA;E M AMINTHAS PEREIRA;ALUNOS ATENDIDOS;0;219;285;245;749
URG VII-VILA DE CAVA;E M AMINTHAS PEREIRA;AVAL. PROFESSORES;0;205;265;241;711
URG VII-VILA DE CAVA;E M AMINTHAS PEREIRA;AVAL. PSCÓLOGOS;0;195;258;0;453
URG VII-VILA DE CAVA;E M AMINTHAS PEREIRA;AVAL. ASSIST. SOCIAIS;0;197;260;231;688
URG VII-VILA DE CAVA;E M AMINTHAS PEREIRA;AVAL. ENFERMAGEM;0;201;255;232;688
URG VII-VILA DE CAVA;E M AMINTHAS PEREIRA;AVAL. MÉDICAS;0;114;212;113;439
URG VII-VILA DE CAVA;E M AMINTHAS PEREIRA;ALUNOS VACINADOS;0;54;57;34;145
URG VII-VILA DE CAVA;E M AMINTHAS PEREIRA;VACINAS APLICADAS;0;59;70;36;165
URG VII-VILA DE CAVA;E M AMINTHAS PEREIRA;ENCAMINHAMENTOS;0;73;40;79;192
URG VII-VILA DE CAVA;E M AMINTHAS PEREIRA;EXAMES;0;41;39;46;126
URG VII-VILA DE CAVA;E M BARAO DO GUANDU;ALUNOS CADASTRADOS;161;161;163;160;645
URG VII-VILA DE CAVA;E M BARAO DO GUANDU;ALUNOS ATENDIDOS;128;56;85;96;365
URG VII-VILA DE CAVA;E M BARAO DO GUANDU;AVAL. PROFESSORES;26;38;82;46;192
URG VII-VILA DE CAVA;E M BARAO DO GUANDU;AVAL. PSCÓLOGOS;60;45;4;7;116
URG VII-VILA DE CAVA;E M BARAO DO GUANDU;AVAL. ASSIST. SOCIAIS;98;45;76;86;305
URG VII-VILA DE CAVA;E M BARAO DO GUANDU;AVAL. ENFERMAGEM;115;54;83;84;336
URG VII-VILA DE CAVA;E M BARAO DO GUANDU;AVAL. MÉDICAS;78;15;30;22;145
URG VII-VILA DE CAVA;E M BARAO DO GUANDU;ALUNOS VACINADOS;30;10;17;8;65
URG VII-VILA DE CAVA;E M BARAO DO GUANDU;VACINAS APLICADAS;48;13;20;10;91
URG VII-VILA DE CAVA;E M BARAO DO GUANDU;ENCAMINHAMENTOS;19;0;0;16;35
URG VII-VILA DE CAVA;E M BARAO DO GUANDU;EXAMES;32;0;7;15;54
URG VII-VILA DE CAVA;E M DR JUVENIL DE SOUZA LOPES;ALUNOS CADASTRADOS;204;215;214;191;824
URG VII-VILA DE CAVA;E M DR JUVENIL DE SOUZA LOPES;ALUNOS ATENDIDOS;0;169;214;159;542
URG VII-VILA DE CAVA;E M DR JUVENIL DE SOUZA LOPES;AVAL. PROFESSORES;0;152;213;149;514
URG VII-VILA DE CAVA;E M DR JUVENIL DE SOUZA LOPES;AVAL. PSCÓLOGOS;0;140;138;0;278
URG VII-VILA DE CAVA;E M DR JUVENIL DE SOUZA LOPES;AVAL. ASSIST. SOCIAIS;0;143;152;133;428
URG VII-VILA DE CAVA;E M DR JUVENIL DE SOUZA LOPES;AVAL. ENFERMAGEM;0;145;138;138;421
URG VII-VILA DE CAVA;E M DR JUVENIL DE SOUZA LOPES;AVAL. MÉDICAS;0;100;62;55;217
URG VII-VILA DE CAVA;E M DR JUVENIL DE SOUZA LOPES;ALUNOS VACINADOS;0;17;47;19;83
URG VII-VILA DE CAVA;E M DR JUVENIL DE SOUZA LOPES;VACINAS APLICADAS;0;17;64;19;100
URG VII-VILA DE CAVA;E M DR JUVENIL DE SOUZA LOPES;ENCAMINHAMENTOS;0;39;21;13;73
URG VII-VILA DE CAVA;E M DR JUVENIL DE SOUZA LOPES;EXAMES;0;32;27;8;67
URG VII-VILA DE CAVA;E M JOSÉ PACIFICO;ALUNOS CADASTRADOS;571;610;629;748;2558
URG VII-VILA DE CAVA;E M JOSÉ PACIFICO;ALUNOS ATENDIDOS;0;509;553;606;1668
URG VII-VILA DE CAVA;E M JOSÉ PACIFICO;AVAL. PROFESSORES;0;465;441;554;1460
URG VII-VILA DE CAVA;E M JOSÉ PACIFICO;AVAL. PSCÓLOGOS;0;441;450;29;920
URG VII-VILA DE CAVA;E M JOSÉ PACIFICO;AVAL. ASSIST. SOCIAIS;0;467;442;510;1419
URG VII-VILA DE CAVA;E M JOSÉ PACIFICO;AVAL. ENFERMAGEM;0;476;470;531;1477
URG VII-VILA DE CAVA;E M JOSÉ PACIFICO;AVAL. MÉDICAS;0;317;266;281;864
URG VII-VILA DE CAVA;E M JOSÉ PACIFICO;ALUNOS VACINADOS;0;227;131;56;414
URG VII-VILA DE CAVA;E M JOSÉ PACIFICO;VACINAS APLICADAS;0;228;165;75;468
URG VII-VILA DE CAVA;E M JOSÉ PACIFICO;ENCAMINHAMENTOS;0;173;97;119;389
URG VII-VILA DE CAVA;E M JOSÉ PACIFICO;EXAMES;0;136;90;73;299
URG VII-VILA DE CAVA;E M MARCILIO DIAS;ALUNOS CADASTRADOS;1012;751;715;624;3102
URG VII-VILA DE CAVA;E M MARCILIO DIAS;ALUNOS ATENDIDOS;0;567;495;551;1613
URG VII-VILA DE CAVA;E M MARCILIO DIAS;AVAL. PROFESSORES;0;522;122;502;1146
URG VII-VILA DE CAVA;E M MARCILIO DIAS;AVAL. PSCÓLOGOS;0;487;428;110;1025
URG VII-VILA DE CAVA;E M MARCILIO DIAS;AVAL. ASSIST. SOCIAIS;0;489;418;439;1346
URG VII-VILA DE CAVA;E M MARCILIO DIAS;AVAL. ENFERMAGEM;0;513;460;463;1436
URG VII-VILA DE CAVA;E M MARCILIO DIAS;AVAL. MÉDICAS;0;168;200;192;560
URG VII-VILA DE CAVA;E M MARCILIO DIAS;ALUNOS VACINADOS;0;67;101;52;220
URG VII-VILA DE CAVA;E M MARCILIO DIAS;VACINAS APLICADAS;0;80;144;62;286
URG VII-VILA DE CAVA;E M MARCILIO DIAS;ENCAMINHAMENTOS;0;109;38;88;235
URG VII-VILA DE CAVA;E M MARCILIO DIAS;EXAMES;0;75;49;65;189
URG VII-VILA DE CAVA;E M ORESTES BERNARDO CABRAL;ALUNOS CADASTRADOS;868;994;971;965;3798
URG VII-VILA DE CAVA;E M ORESTES BERNARDO CABRAL;ALUNOS ATENDIDOS;0;770;652;395;1817
URG VII-VILA DE CAVA;E M ORESTES BERNARDO CABRAL;AVAL. PROFESSORES;0;613;375;298;1286
URG VII-VILA DE CAVA;E M ORESTES BERNARDO CABRAL;AVAL. PSCÓLOGOS;0;575;463;0;1038
URG VII-VILA DE CAVA;E M ORESTES BERNARDO CABRAL;AVAL. ASSIST. SOCIAIS;0;596;453;284;1333
URG VII-VILA DE CAVA;E M ORESTES BERNARDO CABRAL;AVAL. ENFERMAGEM;0;665;573;350;1588
URG VII-VILA DE CAVA;E M ORESTES BERNARDO CABRAL;AVAL. MÉDICAS;0;467;327;182;976
URG VII-VILA DE CAVA;E M ORESTES BERNARDO CABRAL;ALUNOS VACINADOS;0;226;99;42;367
URG VII-VILA DE CAVA;E M ORESTES BERNARDO CABRAL;VACINAS APLICADAS;0;251;121;49;421
URG VII-VILA DE CAVA;E M ORESTES BERNARDO CABRAL;ENCAMINHAMENTOS;0;179;99;117;395
URG VII-VILA DE CAVA;E M ORESTES BERNARDO CABRAL;EXAMES;0;128;110;76;314
URG VII-VILA DE CAVA;E M PROF IRENE DA SILVA OLIVEIRA;ALUNOS CADASTRADOS;891;731;876;683;3181
URG VII-VILA DE CAVA;E M PROF IRENE DA SILVA OLIVEIRA;ALUNOS ATENDIDOS;0;625;518;477;1620
URG VII-VILA DE CAVA;E M PROF IRENE DA SILVA OLIVEIRA;AVAL. PROFESSORES;0;582;383;422;1387
URG VII-VILA DE CAVA;E M PROF IRENE DA SILVA OLIVEIRA;AVAL. PSCÓLOGOS;0;571;341;68;980
URG VII-VILA DE CAVA;E M PROF IRENE DA SILVA OLIVEIRA;AVAL. ASSIST. SOCIAIS;0;565;375;399;1339
URG VII-VILA DE CAVA;E M PROF IRENE DA SILVA OLIVEIRA;AVAL. ENFERMAGEM;0;576;397;416;1389
URG VII-VILA DE CAVA;E M PROF IRENE DA SILVA OLIVEIRA;AVAL. MÉDICAS;0;251;108;127;486
URG VII-VILA DE CAVA;E M PROF IRENE DA SILVA OLIVEIRA;ALUNOS VACINADOS;0;81;61;44;186
URG VII-VILA DE CAVA;E M PROF IRENE DA SILVA OLIVEIRA;VACINAS APLICADAS;0;93;81;46;220
URG VII-VILA DE CAVA;E M PROF IRENE DA SILVA OLIVEIRA;ENCAMINHAMENTOS;0;123;43;44;210
URG VII-VILA DE CAVA;E M PROF IRENE DA SILVA OLIVEIRA;EXAMES;0;88;44;35;167
URG VII-VILA DE CAVA;E M PROF LUCIA HELENA DE LIMA;ALUNOS CADASTRADOS;430;542;475;435;1882
URG VII-VILA DE CAVA;E M PROF LUCIA HELENA DE LIMA;ALUNOS ATENDIDOS;0;361;441;364;1166
URG VII-VILA DE CAVA;E M PROF LUCIA HELENA DE LIMA;AVAL. PROFESSORES;0;334;417;354;1105
URG VII-VILA DE CAVA;E M PROF LUCIA HELENA DE LIMA;AVAL. PSCÓLOGOS;0;307;381;0;688
URG VII-VILA DE CAVA;E M PROF LUCIA HELENA DE LIMA;AVAL. ASSIST. SOCIAIS;0;305;374;340;1019
URG VII-VILA DE CAVA;E M PROF LUCIA HELENA DE LIMA;AVAL. ENFERMAGEM;0;320;372;349;1041
URG VII-VILA DE CAVA;E M PROF LUCIA HELENA DE LIMA;AVAL. MÉDICAS;0;172;170;107;449
URG VII-VILA DE CAVA;E M PROF LUCIA HELENA DE LIMA;ALUNOS VACINADOS;0;108;99;39;246
URG VII-VILA DE CAVA;E M PROF LUCIA HELENA DE LIMA;VACINAS APLICADAS;0;118;129;40;287
URG VII-VILA DE CAVA;E M PROF LUCIA HELENA DE LIMA;ENCAMINHAMENTOS;0;16;47;54;117
URG VII-VILA DE CAVA;E M PROF LUCIA HELENA DE LIMA;EXAMES;0;17;43;44;104
URG VII-VILA DE CAVA;EMEI GLAUCO JOSE VAZ GONCALVES;ALUNOS CADASTRADOS;105;104;106;82;397
URG VII-VILA DE CAVA;EMEI GLAUCO JOSE VAZ GONCALVES;ALUNOS ATENDIDOS;0;92;86;49;227
URG VII-VILA DE CAVA;EMEI GLAUCO JOSE VAZ GONCALVES;AVAL. PROFESSORES;0;84;65;46;195
URG VII-VILA DE CAVA;EMEI GLAUCO JOSE VAZ GONCALVES;AVAL. PSCÓLOGOS;0;74;77;0;151
URG VII-VILA DE CAVA;EMEI GLAUCO JOSE VAZ GONCALVES;AVAL. ASSIST. SOCIAIS;0;78;75;48;201
URG VII-VILA DE CAVA;EMEI GLAUCO JOSE VAZ GONCALVES;AVAL. ENFERMAGEM;0;82;81;49;212
URG VII-VILA DE CAVA;EMEI GLAUCO JOSE VAZ GONCALVES;AVAL. MÉDICAS;0;74;68;46;188
URG VII-VILA DE CAVA;EMEI GLAUCO JOSE VAZ GONCALVES;ALUNOS VACINADOS;0;43;52;13;108
URG VII-VILA DE CAVA;EMEI GLAUCO JOSE VAZ GONCALVES;VACINAS APLICADAS;0;56;71;21;148
URG VII-VILA DE CAVA;EMEI GLAUCO JOSE VAZ GONCALVES;ENCAMINHAMENTOS;0;45;27;26;98
URG VII-VILA DE CAVA;EMEI GLAUCO JOSE VAZ GONCALVES;EXAMES;0;28;25;15;68
URG VII-VILA DE CAVA;IDRSH VIVENDO EM GRAÇAS;ALUNOS CADASTRADOS;0;85;0;0;85
URG VII-VILA DE CAVA;IDRSH VIVENDO EM GRAÇAS;ALUNOS ATENDIDOS;0;59;0;0;59
URG VII-VILA DE CAVA;IDRSH VIVENDO EM GRAÇAS;AVAL. PROFESSORES;0;37;0;0;37
URG VII-VILA DE CAVA;IDRSH VIVENDO EM GRAÇAS;AVAL. PSCÓLOGOS;0;42;0;0;42
URG VII-VILA DE CAVA;IDRSH VIVENDO EM GRAÇAS;AVAL. ASSIST. SOCIAIS;0;37;0;0;37
URG VII-VILA DE CAVA;IDRSH VIVENDO EM GRAÇAS;AVAL. ENFERMAGEM;0;51;0;0;51
URG VII-VILA DE CAVA;IDRSH VIVENDO EM GRAÇAS;AVAL. MÉDICAS;0;53;0;0;53
URG VII-VILA DE CAVA;IDRSH VIVENDO EM GRAÇAS;ALUNOS VACINADOS;0;30;0;0;30
URG VII-VILA DE CAVA;IDRSH VIVENDO EM GRAÇAS;VACINAS APLICADAS;0;32;0;0;32
URG VII-VILA DE CAVA;IDRSH VIVENDO EM GRAÇAS;ENCAMINHAMENTOS;0;0;0;0;0
URG VII-VILA DE CAVA;IDRSH VIVENDO EM GRAÇAS;EXAMES;0;0;0;0;0
URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;ALUNOS CADASTRADOS;761;584;630;723;2698
URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;ALUNOS ATENDIDOS;0;438;476;539;1453
URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;AVAL. PROFESSORES;0;329;404;483;1216
URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;AVAL. PSCÓLOGOS;0;404;263;99;766
URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;AVAL. ASSIST. SOCIAIS;0;396;393;427;1216
URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;AVAL. ENFERMAGEM;0;403;408;464;1275
URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;AVAL. MÉDICAS;0;216;172;118;506
URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;ALUNOS VACINADOS;0;152;88;76;316
URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;VACINAS APLICADAS;0;172;102;97;371
URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;ENCAMINHAMENTOS;0;70;84;46;200
URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;EXAMES;0;58;59;38;155
URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;ALUNOS CADASTRADOS;564;605;693;693;2555
URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;ALUNOS ATENDIDOS;0;440;535;571;1546
URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;AVAL. PROFESSORES;0;374;487;511;1372
URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;AVAL. PSCÓLOGOS;0;354;196;8;558
URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;AVAL. ASSIST. SOCIAIS;0;361;437;422;1220
URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;AVAL. ENFERMAGEM;0;377;420;431;1228
URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;AVAL. MÉDICAS;0;272;245;150;667
URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;ALUNOS VACINADOS;0;130;115;96;341
URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;VACINAS APLICADAS;0;151;134;126;411
URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;ENCAMINHAMENTOS;0;89;113;26;228
URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;EXAMES;0;87;81;18;186
URG V-KM 32;CIEP BRIZOLAO 325 AUSTREGESILO DE ATHAYDE;ALUNOS CADASTRADOS;463;430;410;404;1707
URG V-KM 32;CIEP BRIZOLAO 325 AUSTREGESILO DE ATHAYDE;ALUNOS ATENDIDOS;0;281;329;363;973
URG V-KM 32;CIEP BRIZOLAO 325 AUSTREGESILO DE ATHAYDE;AVAL. PROFESSORES;0;243;297;331;871
URG V-KM 32;CIEP BRIZOLAO 325 AUSTREGESILO DE ATHAYDE;AVAL. PSCÓLOGOS;0;237;161;105;503
URG V-KM 32;CIEP BRIZOLAO 325 AUSTREGESILO DE ATHAYDE;AVAL. ASSIST. SOCIAIS;0;249;294;262;805
URG V-KM 32;CIEP BRIZOLAO 325 AUSTREGESILO DE ATHAYDE;AVAL. ENFERMAGEM;0;253;297;276;826
URG V-KM 32;CIEP BRIZOLAO 325 AUSTREGESILO DE ATHAYDE;AVAL. MÉDICAS;0;102;152;115;369
URG V-KM 32;CIEP BRIZOLAO 325 AUSTREGESILO DE ATHAYDE;ALUNOS VACINADOS;0;0;83;86;169
URG V-KM 32;CIEP BRIZOLAO 325 AUSTREGESILO DE ATHAYDE;VACINAS APLICADAS;0;0;87;108;195
URG V-KM 32;CIEP BRIZOLAO 325 AUSTREGESILO DE ATHAYDE;ENCAMINHAMENTOS;0;64;85;44;193
URG V-KM 32;CIEP BRIZOLAO 325 AUSTREGESILO DE ATHAYDE;EXAMES;0;62;64;29;155
URG V-KM 32;CIEP BRIZOLAO 360 PROF IARA SIMÃO VIEIRA;ALUNOS CADASTRADOS;1061;734;656;964;3415
URG V-KM 32;CIEP BRIZOLAO 360 PROF IARA SIMÃO VIEIRA;ALUNOS ATENDIDOS;0;559;491;733;1783
URG V-KM 32;CIEP BRIZOLAO 360 PROF IARA SIMÃO VIEIRA;AVAL. PROFESSORES;0;520;438;627;1585
URG V-KM 32;CIEP BRIZOLAO 360 PROF IARA SIMÃO VIEIRA;AVAL. PSCÓLOGOS;0;485;9;95;589
URG V-KM 32;CIEP BRIZOLAO 360 PROF IARA SIMÃO VIEIRA;AVAL. ASSIST. SOCIAIS;0;490;429;572;1491
URG V-KM 32;CIEP BRIZOLAO 360 PROF IARA SIMÃO VIEIRA;AVAL. ENFERMAGEM;0;499;458;547;1504
URG V-KM 32;CIEP BRIZOLAO 360 PROF IARA SIMÃO VIEIRA;AVAL. MÉDICAS;0;225;174;245;644
URG V-KM 32;CIEP BRIZOLAO 360 PROF IARA SIMÃO VIEIRA;ALUNOS VACINADOS;0;108;107;158;373
URG V-KM 32;CIEP BRIZOLAO 360 PROF IARA SIMÃO VIEIRA;VACINAS APLICADAS;0;128;121;215;464
URG V-KM 32;CIEP BRIZOLAO 360 PROF IARA SIMÃO VIEIRA;ENCAMINHAMENTOS;0;85;67;88;240
URG V-KM 32;CIEP BRIZOLAO 360 PROF IARA SIMÃO VIEIRA;EXAMES;0;102;67;67;236
URG V-KM 32;CIEP BRIZOLAO 373 BRIGADEIRO TEIXEIRA;ALUNOS CADASTRADOS;673;693;512;413;2291
URG V-KM 32;CIEP BRIZOLAO 373 BRIGADEIRO TEIXEIRA;ALUNOS ATENDIDOS;0;482;403;377;1262
URG V-KM 32;CIEP BRIZOLAO 373 BRIGADEIRO TEIXEIRA;AVAL. PROFESSORES;0;436;364;343;1143
URG V-KM 32;CIEP BRIZOLAO 373 BRIGADEIRO TEIXEIRA;AVAL. PSCÓLOGOS;0;410;165;105;680
URG V-KM 32;CIEP BRIZOLAO 373 BRIGADEIRO TEIXEIRA;AVAL. ASSIST. SOCIAIS;0;417;347;317;1081
URG V-KM 32;CIEP BRIZOLAO 373 BRIGADEIRO TEIXEIRA;AVAL. ENFERMAGEM;0;430;356;306;1092
URG V-KM 32;CIEP BRIZOLAO 373 BRIGADEIRO TEIXEIRA;AVAL. MÉDICAS;0;198;118;117;433
URG V-KM 32;CIEP BRIZOLAO 373 BRIGADEIRO TEIXEIRA;ALUNOS VACINADOS;0;119;75;42;236
URG V-KM 32;CIEP BRIZOLAO 373 BRIGADEIRO TEIXEIRA;VACINAS APLICADAS;0;129;89;55;273
URG V-KM 32;CIEP BRIZOLAO 373 BRIGADEIRO TEIXEIRA;ENCAMINHAMENTOS;0;66;33;75;174
URG V-KM 32;CIEP BRIZOLAO 373 BRIGADEIRO TEIXEIRA;EXAMES;0;91;33;47;171
URG V-KM 32;E M ALFREDO JOSE SOARES;ALUNOS CADASTRADOS;369;355;399;384;1507
URG V-KM 32;E M ALFREDO JOSE SOARES;ALUNOS ATENDIDOS;0;306;370;305;981
URG V-KM 32;E M ALFREDO JOSE SOARES;AVAL. PROFESSORES;0;279;346;280;905
URG V-KM 32;E M ALFREDO JOSE SOARES;AVAL. PSCÓLOGOS;0;275;166;0;441
URG V-KM 32;E M ALFREDO JOSE SOARES;AVAL. ASSIST. SOCIAIS;0;273;288;259;820
URG V-KM 32;E M ALFREDO JOSE SOARES;AVAL. ENFERMAGEM;0;276;294;278;848
URG V-KM 32;E M ALFREDO JOSE SOARES;AVAL. MÉDICAS;0;179;196;161;536
URG V-KM 32;E M ALFREDO JOSE SOARES;ALUNOS VACINADOS;0;175;122;105;402
URG V-KM 32;E M ALFREDO JOSE SOARES;VACINAS APLICADAS;0;188;141;133;462
URG V-KM 32;E M ALFREDO JOSE SOARES;ENCAMINHAMENTOS;0;47;70;159;276
URG V-KM 32;E M ALFREDO JOSE SOARES;EXAMES;0;24;72;78;174
URG V-KM 32;E M ALFREDO PEREIRA DE MAGALHAES;ALUNOS CADASTRADOS;996;966;951;964;3877
URG V-KM 32;E M ALFREDO PEREIRA DE MAGALHAES;ALUNOS ATENDIDOS;0;755;820;911;2486
URG V-KM 32;E M ALFREDO PEREIRA DE MAGALHAES;AVAL. PROFESSORES;0;551;723;813;2087
URG V-KM 32;E M ALFREDO PEREIRA DE MAGALHAES;AVAL. PSCÓLOGOS;0;675;298;11;984
URG V-KM 32;E M ALFREDO PEREIRA DE MAGALHAES;AVAL. ASSIST. SOCIAIS;0;638;671;598;1907
URG V-KM 32;E M ALFREDO PEREIRA DE MAGALHAES;AVAL. ENFERMAGEM;0;686;676;693;2055
URG V-KM 32;E M ALFREDO PEREIRA DE MAGALHAES;AVAL. MÉDICAS;0;313;239;141;693
URG V-KM 32;E M ALFREDO PEREIRA DE MAGALHAES;ALUNOS VACINADOS;0;226;136;71;433
URG V-KM 32;E M ALFREDO PEREIRA DE MAGALHAES;VACINAS APLICADAS;0;268;170;82;520
URG V-KM 32;E M ALFREDO PEREIRA DE MAGALHAES;ENCAMINHAMENTOS;0;109;63;53;225
URG V-KM 32;E M ALFREDO PEREIRA DE MAGALHAES;EXAMES;0;71;40;31;142
URG V-KM 32;E M ERYK DA CRUZ LAIA;ALUNOS CADASTRADOS;546;715;673;703;2637
URG V-KM 32;E M ERYK DA CRUZ LAIA;ALUNOS ATENDIDOS;0;542;400;521;1463
URG V-KM 32;E M ERYK DA CRUZ LAIA;AVAL. PROFESSORES;0;478;342;472;1292
URG V-KM 32;E M ERYK DA CRUZ LAIA;AVAL. PSCÓLOGOS;0;462;130;22;614
URG V-KM 32;E M ERYK DA CRUZ LAIA;AVAL. ASSIST. SOCIAIS;0;437;341;371;1149
URG V-KM 32;E M ERYK DA CRUZ LAIA;AVAL. ENFERMAGEM;0;482;360;378;1220
URG V-KM 32;E M ERYK DA CRUZ LAIA;AVAL. MÉDICAS;0;325;202;188;715
URG V-KM 32;E M ERYK DA CRUZ LAIA;ALUNOS VACINADOS;0;162;120;120;402
URG V-KM 32;E M ERYK DA CRUZ LAIA;VACINAS APLICADAS;0;172;154;144;470
URG V-KM 32;E M ERYK DA CRUZ LAIA;ENCAMINHAMENTOS;0;169;58;87;314
